x1,y1,z1,x3,y3,z3
4.59162330627441,11.6200895309448,1.24999833106995,4.62004806223713,11.5801152977906,1.24437793038146
4.59165525436401,11.6201047897339,1.2500433921814,4.62004806223713,11.5801152977906,1.24437793038146
4.59173059463501,11.6201868057251,1.25010788440704,4.59995502322963,11.5730925012058,1.23747832582851
4.59179925918579,11.6202249526978,1.2501882314682,4.59465484501213,11.5689788361906,1.23970902000658
4.59186601638794,11.6202325820923,1.25023758411407,4.59254098275904,11.568753277291,1.24048911870405
4.59189414978027,11.6202926635742,1.25027740001678,4.59775217121802,11.5809767793098,1.2450257311255
4.59193563461304,11.6202774047852,1.25034856796265,4.60396132761055,11.5856099666827,1.24669550066584
4.59200572967529,11.6203088760376,1.25036609172821,4.60763805855663,11.589236234735,1.24837979028512
4.59210395812988,11.6203536987305,1.25044584274292,4.60634795890161,11.5861211117465,1.24715576522905
4.59216737747192,11.6204605102539,1.25052559375763,4.60548225704021,11.5844229128851,1.24640953969921
4.59216690063477,11.6204557418823,1.25064051151276,4.60489311196002,11.5834736674365,1.24595454200756
4.59220457077026,11.6205568313599,1.2507016658783,4.61543491709749,11.5894680305391,1.24401471996829
4.59226846694946,11.6205825805664,1.25074923038483,4.61262555272733,11.5947596357533,1.24906466056913
4.59233999252319,11.6206483840942,1.2508111000061,4.61129200501385,11.5974984734869,1.25218718214462
4.59238815307617,11.6206789016724,1.25087594985962,4.60756128601909,11.5951112991299,1.25404132072941
4.5924277305603,11.6207084655762,1.25095784664154,4.61221952699442,11.5846089656749,1.25019710875254
4.59248447418213,11.6207733154297,1.25099265575409,4.61359875954149,11.5808495941662,1.24883819639446
4.59253168106079,11.620795249939,1.25104033946991,4.61501885377026,11.5770990242331,1.24683676981339
4.5925784111023,11.6208229064941,1.25108897686005,4.61362310410856,11.5805834004004,1.24842516808082
4.59264898300171,11.6208915710449,1.25115358829498,4.61292823069241,11.5815869867908,1.24936660695365
4.5927939414978,11.6209192276001,1.2511864900589,4.61254186378073,11.582145288648,1.24994103811828
4.59279012680054,11.6209650039673,1.251335978508,4.61881697429417,11.5865852052383,1.24964263679648
4.59291887283325,11.6209001541138,1.25140428543091,4.61942375839541,11.5879457769611,1.24965110837705
4.59287595748901,11.6209859848022,1.25146853923798,4.61996111437902,11.5888532237499,1.24964454376183
4.59292554855347,11.6210260391235,1.25151646137238,4.61850660042069,11.58769500288,1.24903444629945
4.59305763244629,11.621036529541,1.25156486034393,4.62255767760672,11.5845490762444,1.24595463990815
