x1,y1,z1,x2,y2,z2,x3,y3,z3
3.03299403190613,9.24516487121582,1.23359882831573,3.03727428052811,9.17487482457522,1.23993023807812,3.03805784876694,9.24573782808953,1.23531107370775
3.03294825553894,9.2451696395874,1.23345935344696,3.03727428052811,9.17487482457522,1.23993023807812,3.03805784876694,9.24573782808952,1.23531107370775
3.0328996181488,9.24518299102783,1.23332929611206,3.07642101674633,9.19688409277162,1.23807865437999,3.07689668116546,9.26782700966704,1.23344286526503
3.03288173675537,9.2451696395874,1.23323500156403,3.05263931443582,9.18553091654346,1.24763815879502,3.05286468293729,9.25587340048021,1.24300373627408
3.03287816047668,9.2451868057251,1.23316466808319,3.04591245467,9.18230640949967,1.25231663534102,3.05043134988334,9.25491086742732,1.24630232397065
3.03281378746033,9.2451753616333,1.23310506343842,3.03444439684979,9.17682290076857,1.25954112614538,3.04597731136429,9.25280319683557,1.24941531430224
3.03278708457947,9.24524974822998,1.23299276828766,3.03540019044675,9.17663251347372,1.25353203033454,3.04560462003935,9.25194486975172,1.24523037185535
3.03268694877625,9.24528980255127,1.23286759853363,3.03638612282755,9.17528127624354,1.248321200585,3.04515577805224,9.24943343748341,1.24112597104584
3.03263735771179,9.24537944793701,1.23277866840363,3.03740287528226,9.17488462380462,1.24536861089586,3.04494819871454,9.24858963475097,1.23864316338366
3.03267478942871,9.24545574188232,1.23273766040802,3.03805260752691,9.17345397261891,1.24213192067777,3.04497924994068,9.24669834219234,1.23634804686671
3.03263163566589,9.24547290802002,1.23278105258942,3.03914878858593,9.17430321740241,1.242320484245,3.04580750850616,9.24861827700429,1.23794180960321
3.03253149986267,9.24541854858398,1.2329386472702,3.0399907165593,9.17495614210622,1.2425105873704,3.04620822044078,9.24951141109697,1.23891958094904
3.03246092796326,9.24554347991943,1.23286187648773,3.03826413592634,9.17804133456799,1.24240235607706,3.04246659722511,9.25414208668627,1.23913518880288
3.03247475624084,9.2455530166626,1.23300993442535,3.03722909029699,9.18014573417631,1.24237376081295,3.04111944868168,9.2559391194096,1.23932114660368
3.03252291679382,9.24556446075439,1.23313748836517,3.03664369291131,9.18159105944683,1.24239367690941,3.04076023198596,9.25650827761842,1.23946971340671
3.03249359130859,9.24562168121338,1.23325824737549,3.03703830699785,9.1818494406847,1.24252570484259,3.04195692487609,9.25530214745669,1.23970470323495
3.03244209289551,9.24568748474121,1.23342859745026,3.03151805138886,9.18103708460886,1.24882741689646,3.03299549767596,9.25294193442536,1.24873534603294
3.03234672546387,9.24575519561768,1.23347401618958,3.02971687853145,9.18102791525245,1.24869567802125,3.03116536378477,9.25265461151237,1.24663197675046
3.032301902771,9.24579906463623,1.23362493515015,3.02829778072811,9.18100266137721,1.24858363131937,3.03020269741156,9.25249680576563,1.24533898670645
3.03224563598633,9.24587345123291,1.23375928401947,3.02886381374398,9.18128374691098,1.24650852985416,3.03889258770408,9.25501556925778,1.22587027548896
3.03226399421692,9.24598979949951,1.2339905500412,3.02899180003031,9.18138623975449,1.24600911072055,3.03789600029586,9.25417321625365,1.23122247857285
3.0321352481842,9.24608325958252,1.23420608043671,3.0291291455759,9.1814740456086,1.24559300757285,3.037338406358,9.25371496400524,1.23448360232077
3.03204751014709,9.24613857269287,1.23441445827484,3.02738488295324,9.18307154227416,1.24540516048049,3.03131746866698,9.25819147385229,1.23688396974567
3.03195953369141,9.24621486663818,1.23456490039825,3.02571479285992,9.18461609575701,1.24535787384448,3.0275546814359,9.26101831140635,1.23850278710661
3.03196263313293,9.24629497528076,1.23478889465332,3.02359834877346,9.18656468334398,1.24527940038492,3.0249162788729,9.26305744582093,1.23946537681227
3.03196263313293,9.24630641937256,1.23519647121429,3.02302744072433,9.18715634698465,1.24528347015892,3.02629093126363,9.26163243703385,1.24020038706853
3.03186202049255,9.24632549285889,1.2354781627655,3.02387279606975,9.18972833700656,1.24478452201315,3.03204356478611,9.26876505158607,1.23886597512788
3.03176522254944,9.24637699127197,1.23574674129486,3.02462213341178,9.19194920202516,1.2443551413001,3.04124627875055,9.27772936122107,1.237244051282
3.03174471855164,9.24649715423584,1.23604846000671,3.02575108473736,9.1946031289648,1.24380671748464,3.04652183436933,9.28279004855518,1.23627443171207
3.03173351287842,9.2465238571167,1.23633015155792,3.02595360607113,9.1957888073017,1.24371245175813,3.04346821867146,9.27944221017151,1.23740782371446
3.03168225288391,9.24656391143799,1.2366064786911,3.02614773753163,9.19682687125578,1.24363183298445,3.03955625815796,9.27549393763213,1.23828352167657
3.03155303001404,9.24664497375488,1.2368551492691,3.02633390625126,9.19773791008262,1.24356288244863,3.03727883798391,9.27320480304176,1.2388138681137
3.03146386146545,9.2466926574707,1.23713111877441,3.02583045758749,9.19810043738213,1.24575052252081,3.03348209039486,9.27019142780448,1.24670395230447
3.0314404964447,9.24682235717773,1.23738014698029,3.02511178619832,9.19820727978902,1.24845032002483,3.03000350324965,9.26722913942479,1.25461682067781
3.0314085483551,9.24688339233398,1.23768174648285,3.02458090472254,9.1984319827175,1.25061768753114,3.02864298854503,9.2664252209669,1.25783641359999
3.03123736381531,9.24690723419189,1.23823475837708,3.02773098578446,9.1990423719781,1.25194500906802,3.05457534896802,9.26657390311028,1.2599500094843
3.03113722801208,9.24697208404541,1.23853015899658,3.02968689608058,9.19987601214866,1.25350931975403,3.05513212477436,9.26892328300021,1.2607554626253
3.0310275554657,9.2470064163208,1.23879754543304,3.03174406307573,9.2006247490294,1.25505778441051,3.05332851729356,9.26961538646014,1.25991222343959
3.03097248077393,9.24712371826172,1.23907613754272,3.03200953270187,9.20156384938118,1.25636857664163,3.04615580993238,9.27200350444603,1.26044273495131
3.03094887733459,9.24716663360596,1.23937523365021,3.03279389197024,9.20225396356133,1.25723797937743,3.04498228755913,9.27252832533109,1.25902238247277
3.03092479705811,9.24722003936768,1.23968756198883,3.03351537139052,9.20287540603491,1.25802705971356,3.04428986679971,9.27283787653068,1.2581564351157
3.03082084655762,9.24730777740479,1.24001204967499,3.03529744928412,9.20400945275952,1.25705028870761,3.05393131801397,9.27824102779965,1.24300421537806
3.03077816963196,9.24735260009766,1.24027276039124,3.03604046449817,9.20458104759797,1.25655098358128,3.05470458393441,9.27436128327626,1.24316414650745
3.03068566322327,9.24737548828125,1.24063336849213,3.03661476248181,9.20496532202534,1.25648483926912,3.05515980072752,9.27206677984452,1.24326237747265
3.03061747550964,9.24739360809326,1.24093234539032,3.03259349247372,9.20320540938587,1.26045516651621,3.03042909695636,9.26298200631026,1.26239357746117
3.03048777580261,9.24740982055664,1.24124467372894,3.03240012798882,9.20146271040046,1.25949533957471,3.0317684293994,9.25721485067411,1.25384542752495
3.03041052818298,9.24738693237305,1.24161541461945,3.03239453505737,9.2005996661925,1.25915813398645,3.03287232473478,9.25519703817468,1.24962787480758
3.03033065795898,9.24744892120361,1.24191009998322,3.03229000895414,9.19933288393796,1.25850186282858,3.03322054751986,9.25262568567277,1.246084688803
3.03028583526611,9.24755382537842,1.24230897426605,3.03245289616783,9.19857327659408,1.25798005497352,3.03494088043917,9.25444367075401,1.24528583941776
3.03015422821045,9.24757671356201,1.24258124828339,3.03260787472819,9.19786041317768,1.25748925039647,3.03596250588581,9.25552182268094,1.24479973993255
3.03005909919739,9.24762439727783,1.24280154705048,3.0327555445066,9.19719033890362,1.25702696785002,3.03656945900355,9.25616079885438,1.24450399384064
3.0299961566925,9.2476053237915,1.24317514896393,3.03306761842444,9.19578096863384,1.25711020081697,3.03811081539854,9.25206264080373,1.24727894564104
3.02998805046082,9.24757862091064,1.24345052242279,3.03297084890939,9.19457601771362,1.25735711764957,3.03674183625265,9.25026817928504,1.25038832874429
3.02985000610352,9.24767780303955,1.24380493164063,3.03287964813912,9.19353267780484,1.2574048539431,3.03595859773924,9.24840839412091,1.25382670523377
3.02976536750793,9.24773788452148,1.24413275718689,3.03274406592554,9.1926025232296,1.25785373145267,3.02821874409034,9.24939016041909,1.27540741871275
3.0296528339386,9.24776077270508,1.24438178539276,3.03298904655387,9.19205441563501,1.25683198489911,3.03249090609138,9.25168782447897,1.26029337031288
3.02959752082825,9.24780750274658,1.24470961093903,3.03319165921854,9.19150638487553,1.25595471206393,3.03491025764891,9.25292534979528,1.25143013399597
3.02952766418457,9.2478551864624,1.2450270652771,3.03336592257219,9.19104846023853,1.25433038426071,3.03641699635487,9.25423225016039,1.24091955490872
3.02946376800537,9.2479362487793,1.24533081054688,3.03337599599422,9.19022749550469,1.25411803544655,3.0362474456913,9.2525725013558,1.2426105439642
3.02931046485901,9.24808120727539,1.24560606479645,3.03338770111303,9.18945132652426,1.25391549225633,3.0361463546242,9.25158178976641,1.24364102205615
3.02919769287109,9.2481107711792,1.24592256546021,3.03340093574514,9.18871730084321,1.25372210666967,3.03608616307625,9.25099089653983,1.24426894179158
3.02909922599792,9.24819564819336,1.24623012542725,3.03419566662835,9.18919600849031,1.25452977813131,3.04248168864075,9.260492190205,1.25245936597414
3.02901101112366,9.24832725524902,1.24660933017731,3.03538057569887,9.1903322610052,1.25580804555387,3.05232339860442,9.27311735264335,1.258548804834
3.02892136573791,9.24822902679443,1.2470566034317,3.03641941124982,9.19127251557376,1.25691469136327,3.05831355761267,9.28081108498033,1.2623389187565
3.02873611450195,9.24826717376709,1.24740779399872,3.03619532884817,9.19114915764856,1.25654428624442,3.04865174797954,9.27273523330065,1.25503430358407
3.02860736846924,9.24831008911133,1.24772834777832,3.03676252250917,9.1917423381372,1.25585254845136,3.04763771455576,9.27222327844254,1.24837346113334
3.02855229377747,9.24840450286865,1.24802875518799,3.03725762056414,9.19216535421604,1.25536746717004,3.04703031778875,9.27191494105408,1.24431272388135
3.02857041358948,9.24834442138672,1.24842035770416,3.03892194510554,9.1936555991577,1.25438748039168,3.05291643994641,9.27655428318274,1.24087624991354
3.02842164039612,9.24839973449707,1.24881255626678,3.0396307578227,9.1942424231138,1.25423295517118,3.05162952329578,9.27469447432453,1.2429557828167
3.02827644348145,9.24843788146973,1.24912488460541,3.04030608738206,9.19480030090487,1.25408385220728,3.05085922336224,9.27358155273586,1.24422288485592
3.02814078330994,9.24850177764893,1.24940764904022,3.04120214306881,9.19534964453595,1.2545493151372,3.05212866152612,9.272971566493,1.24927627910796
3.02807784080505,9.24855613708496,1.24971830844879,3.04195812879156,9.19648746870384,1.25466604358228,3.05185602446855,9.27661822875366,1.24973536330834
3.0280077457428,9.24864387512207,1.25001919269562,3.04264143151818,9.19758880722484,1.25477004598156,3.05168737842641,9.27880770725582,1.25001492856673
3.02796244621277,9.24869823455811,1.25035715103149,3.04316328206683,9.19912897733856,1.25436803082503,3.04998647022288,9.28482870624262,1.2456042886465
3.0278217792511,9.24876403808594,1.25070321559906,3.04479418531642,9.20112733453282,1.25459930861212,3.05797886152486,9.29141159850814,1.24836354779235
3.02771830558777,9.24883365631104,1.2510199546814,3.04541170818569,9.20246165027424,1.25483491746661,3.0550652872395,9.2946402953622,1.25101419664929
3.02764630317688,9.24890232086182,1.25128066539764,3.04590194554511,9.20436082302168,1.25520736009542,3.05297200002348,9.2987626346937,1.25313782817345
3.02759289741516,9.2489767074585,1.25160729885101,3.04626689120423,9.20553891002905,1.25523733630111,3.04830888668373,9.29910033365032,1.25397484174892
3.02745914459229,9.24900722503662,1.25197613239288,3.04662966587944,9.20663887664051,1.25525215974867,3.04875841068232,9.29479719912526,1.2522527248426
3.02742004394531,9.24904632568359,1.2523500919342,3.0469733433563,9.20768749779624,1.2552644717267,3.04902693270109,9.29221449555298,1.25120216070071
3.02738356590271,9.24915218353272,1.25263011455536,3.04650499228136,9.20764921683922,1.25595017236008,3.04301968211536,9.28251863230317,1.25548573125434
3.0273711681366,9.24924564361572,1.25287246704102,3.04581480191052,9.20700371667586,1.25746180567356,3.03861973450755,9.27363289333359,1.26328491568902
3.02720904350281,9.24909782409668,1.25332581996918,3.04512371229531,9.20633327301768,1.2589402565941,3.03679879449431,9.26979625080022,1.26709564356232
3.02709102630615,9.24917030334473,1.25360369682312,3.04458833992079,9.20517188787713,1.26200586973435,3.03544446725442,9.26108373081319,1.28349209227388
3.0269820690155,9.24921035766602,1.25382506847382,3.04402969426967,9.20420146538103,1.2622137602283,3.03425156262035,9.25734601062696,1.27269779932551
3.02689647674561,9.24929046630859,1.25405156612396,3.04340378635371,9.20300174320421,1.26230734899829,3.03374029049039,9.25594943782844,1.26651100214562
3.02683544158936,9.24936580657959,1.25432074069977,3.04274541892212,9.20167981554912,1.26232939410619,3.03289542304925,9.25280824406504,1.26168459999343
